Ticker,Company,Sector,Industry,Country,Volume,Price,stak score
TBI,"TrueBlue, Inc.",Services,Staffing & Outsourcing Services,USA,140800,21.88,0.315
TBIO,"Translate Bio, Inc.",Healthcare,Biotechnology,USA,243754,12.36,-0.168
TBK,"Triumph Bancorp, Inc.",Financial,Regional - Southwest  Banks,USA,202684,29.1,0.938
TBLT,"ToughBuilt Industries, Inc.",Industrial Goods,Machine Tools & Accessories,USA,560027,0.39,0.049
TBLTU,"ToughBuilt Industries, Inc.",Industrial Goods,Machine Tools & Accessories,USA,19,1.5,0.618
TBLU,Tortoise Global Water ESG Fund,Financial,Exchange Traded Fund,USA,35,30.78,0.37
TBNK,Territorial Bancorp Inc.,Financial,Regional - Pacific Banks,USA,5911,28.01,0.24
TBPH,"Theravance Biopharma, Inc.",Healthcare,Biotechnology,Cayman Islands,255008,16.73,-0.2
TBRG,"Thunder Bridge Acquisition, Ltd.",Conglomerates,Conglomerates,USA,4101173,10.39,0.034
TBT,ProShares UltraShort 20+ Year Treasury,Financial,Exchange Traded Fund,USA,3294866,29.07,0.036000000000000004
TBX,ProShares Short 7-10 Year Treasury,Financial,Exchange Traded Fund,USA,3105,26.98,0.392
TC,TuanChe Limited,Technology,Internet Information Providers,USA,120749,3.03,-0.489
TCBI,"Texas Capital Bancshares, Inc.",Financial,Regional - Southwest  Banks,USA,562807,59.24,-0.129
TCBK,TriCo Bancshares,Financial,Regional - Pacific Banks,USA,55759,38.39,-0.326
TCCO,Technical Communications Corporation,Technology,Communication Equipment,USA,1009,3.63,-0.154
TCDA,"Tricida, Inc.",Healthcare,Drugs - Generic,USA,253164,34.92,0.5379999999999999
TCF,TCF Financial Corporation,Financial,Regional - Midwest Banks,USA,1028295,19.87,-0.424
TCFC,The Community Financial Corporation,Financial,Regional - Mid-Atlantic Banks,USA,2306,31.84,-0.187
TCGP,The Carlyle Group L.P.,Financial,Asset Management,USA,117136,24.44,-0.361
TCI,"Transcontinental Realty Investors, Inc.",Financial,REIT - Diversified,USA,3885,23.31,0.39
TCLD,Tortoise Cloud Infrastructure Fund,Financial,Exchange Traded Fund,USA,441,27.29,-0.281
TCMD,"Tactile Systems Technology, Inc.",Healthcare,Medical Instruments & Supplies,USA,112111,56.04,0.154
TCO,"Taubman Centers, Inc.",Financial,REIT - Retail,USA,550906,42.7,-0.023
TCON,"TRACON Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,104820,0.65,-0.924
TCP,"TC PipeLines, LP",Basic Materials,Oil & Gas Pipelines,USA,150000,36.74,-0.307
TCPC,BlackRock TCP Capital Corp.,Financial,Closed-End Fund - Debt,USA,299426,14.36,-0.3
TCRD,"THL Credit, Inc.",Financial,Asset Management,USA,132760,6.41,-0.11599999999999999
TCRR,TCR2 Therapeutics Inc.,Healthcare,Biotechnology,USA,21702,15.59,0.41
TCS,"The Container Store Group, Inc.",Services,"Specialty Retail, Other",USA,198135,7.65,-0.24100000000000002
TCTL,Premise Capital Frontier Advantage Diversified Tactical ETF,Financial,Exchange Traded Fund,USA,5252,30.87,-0.337
TCX,Tucows Inc.,Technology,Internet Information Providers,Canada,68724,60.63,-0.20600000000000002
TD,The Toronto-Dominion Bank,Financial,Money Center Banks,Canada,786811,58.16,-0.077
TDAC,Trident Acquisitions Corp.,Conglomerates,Conglomerates,USA,0,10.31,0.467
TDC,Teradata Corporation,Technology,Data Storage Devices,USA,1292900,34.7,-0.39
TDF,"Templeton Dragon Fund, Inc.",Financial,Closed-End Fund - Foreign,Singapore,33336,19.23,0.342
TDG,TransDigm Group Incorporated,Industrial Goods,Aerospace/Defense Products & Services,USA,414035,496.71,0.212
TDIV,First Trust NASDAQ Technology Dividend Index Fund,Financial,Exchange Traded Fund,USA,84672,39.03,0.607
TDOC,"Teladoc Health, Inc.",Technology,Healthcare Information Services,USA,1095870,62.77,0.18600000000000003
TDS,"Telephone and Data Systems, Inc.",Technology,Wireless Communications,USA,622556,33.03,0.746
TDTF,FlexShares iBoxx 5-Year Target Duration TIPS Index Fund,Financial,Exchange Traded Fund,USA,29903,25.57,0.205
TDTT,FlexShares iBoxx 3-Year Target Duration TIPS Index Fund,Financial,Exchange Traded Fund,USA,207308,24.73,-0.636
TDW,Tidewater Inc.,Basic Materials,Oil & Gas Equipment & Services,USA,170500,23.62,-0.311
TDY,Teledyne Technologies Incorporated,Technology,Scientific & Technical Instruments,USA,259435,267.56,0.314
TEAF,Tortoise Essential Assets Income Term Fund,Financial,Asset Management,USA,21985,18.55,-0.777
TEAM,Atlassian Corporation Plc,Technology,Information Technology Services,United Kingdom,1001066,135.05,0.271
TECD,Tech Data Corporation,Services,Computers Wholesale,USA,301144,101.4,-0.32
TECH,Bio-Techne Corporation,Healthcare,Biotechnology,USA,124323,214.22,0.34700000000000003
TECK,Teck Resources Limited,Basic Materials,Industrial Metals & Minerals,Canada,2840361,22.86,-0.679
TECL,Direxion Daily Technology Bull 3X Shares,Financial,Exchange Traded Fund,USA,412906,162.34,0.043
TECS,Direxion Daily Technology Bear 3X Shares,Financial,Exchange Traded Fund,USA,651132,12.36,-0.331
TEDU,"Tarena International, Inc.",Services,Education & Training Services,China,285944,2.46,-0.076
TEF,"Telefonica, S.A.",Technology,Telecom Services - Foreign,Spain,1364626,8.29,0.174
TEI,Templeton Emerging Markets Income Fund,Financial,Closed-End Fund - Debt,USA,130639,10.1,0.855
TEL,TE Connectivity Ltd.,Technology,Diversified Electronics,Switzerland,1704113,95.94,0.45799999999999996
TELL,Tellurian Inc.,Basic Materials,Oil & Gas Drilling & Exploration,USA,1202232,8.14,0.10800000000000001
TEN,Tenneco Inc.,Consumer Goods,Auto Parts,USA,1097469,10.75,-0.636
TENB,"Tenable Holdings, Inc.",Technology,Business Software & Services,USA,821364,28.47,0.16899999999999998
TENX,"Tenax Therapeutics, Inc.",Healthcare,Biotechnology,USA,81640,1.27,0.589
TEO,Telecom Argentina S.A.,Technology,Diversified Communication Services,Argentina,174260,17.93,0.318
TER,"Teradyne, Inc.",Technology,Semiconductor Equipment & Materials,USA,1047975,46.2,0.5670000000000001
TERM,EquityCompass Tactical Risk Manager ETF,Financial,Exchange Traded Fund,USA,5703,17.82,0.057
TERP,"TerraForm Power, Inc.",Utilities,Diversified Utilities,USA,955130,14.4,-0.083
TESS,TESSCO Technologies Incorporated,Technology,Communication Equipment,USA,40275,18.95,0.331
TETF,ETF Industry Exposure & Financial Services ETF,Financial,Exchange Traded Fund,USA,0,18.47,0.2
TEUM,Pareteum Corporation,Technology,Telecom Services - Domestic,USA,4628249,2.57,0.574
TEVA,Teva Pharmaceutical Industries Limited,Healthcare,Drug Manufacturers - Other,Israel,19878712,8.12,0.701
TEX,Terex Corporation,Industrial Goods,Farm & Construction Machinery,USA,1051536,30.44,-0.494
TFI,SPDR Nuveen Bloomberg Barclays Municipal Bond ETF,Financial,Exchange Traded Fund,USA,331748,50.16,0.41200000000000003
TFIV,Global X TargetIncome 5 ETF,Financial,Exchange Traded Fund,USA,23,24.11,-0.27899999999999997
TFLO,iShares Treasury Floating Rate Bond ETF,Financial,Exchange Traded Fund,USA,80146,50.29,0.475
TFSL,TFS Financial Corporation,Financial,Regional - Midwest Banks,USA,83411,17.81,-0.7140000000000001
TFX,Teleflex Incorporated,Healthcare,Medical Instruments & Supplies,USA,187500,334.84,-0.73
TG,Tredegar Corporation,Consumer Goods,Rubber & Plastics,USA,121504,16.77,0.126
TGA,TransGlobe Energy Corporation,Basic Materials,Independent Oil & Gas,Canada,250860,1.45,-0.64
TGB,Taseko Mines Limited,Basic Materials,Industrial Metals & Minerals,Canada,944360,0.55,0.040999999999999995
TGC,"Tengasco, Inc.",Basic Materials,Independent Oil & Gas,USA,14263,0.9,-0.006999999999999999
TGE,"Tallgrass Energy, LP",Basic Materials,Oil & Gas Equipment & Services,USA,2860337,21.04,0.22
TGEN,Tecogen Inc.,Industrial Goods,Diversified Machinery,USA,2269,3.63,0.341
TGH,Textainer Group Holdings Limited,Services,Rental & Leasing Services,Bermuda,77376,9.85,0.18899999999999997
TGI,"Triumph Group, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,375101,18.91,0.778
TGLS,Tecnoglass Inc.,Industrial Goods,General Building Materials,Colombia,83122,6.52,0.14
TGNA,TEGNA Inc.,Services,Broadcasting - TV,USA,2414279,14.9,0.40399999999999997
TGP,Teekay LNG Partners L.P.,Services,Shipping,Bermuda,170197,13.4,-0.303
TGS,Transportadora de Gas del Sur S.A.,Utilities,Gas Utilities,Argentina,414266,14.6,-0.025
TGT,Target Corporation,Services,"Discount, Variety Stores",USA,3795873,86.21,-0.319
TGTX,"TG Therapeutics, Inc.",Healthcare,Biotechnology,USA,990624,7.36,0.626
TH,Target Hospitality Corp.,Conglomerates,Conglomerates,USA,1473325,9.74,0.581
THC,Tenet Healthcare Corporation,Healthcare,Hospitals,USA,1348622,20.82,0.08900000000000001
THCB,Tuscan Holdings Corp.,Conglomerates,Conglomerates,USA,195655,9.8,-0.48
THCBU,Tuscan Holdings Corp.,Conglomerates,Conglomerates,USA,223400,10.52,0.303
THD,iShares MSCI Thailand Capped ETF,Financial,Exchange Traded Fund,USA,260660,94.84,0.38799999999999996
THFF,First Financial Corporation,Financial,Regional - Midwest Banks,USA,21355,38.94,0.342
THG,"The Hanover Insurance Group, Inc.",Financial,Property & Casualty Insurance,USA,194971,128.65,-0.002
THM,International Tower Hill Mines Ltd.,Basic Materials,Gold,Canada,514130,0.58,0.071
THO,"Thor Industries, Inc.",Consumer Goods,Recreational Vehicles,USA,761338,57.55,0.12300000000000001
THOR,"Synthorx, Inc.",Healthcare,Biotechnology,USA,221092,13.6,-0.09699999999999999
THQ,Tekla Healthcare Opportunities Fund,Financial,Closed-End Fund - Equity,USA,251420,17.72,-0.465
THR,"Thermon Group Holdings, Inc.",Industrial Goods,Diversified Machinery,USA,200308,25.59,-0.851
THRM,Gentherm Incorporated,Consumer Goods,Auto Parts,USA,235324,41.77,-0.7959999999999999
THS,"TreeHouse Foods, Inc.",Consumer Goods,Processed & Packaged Goods,USA,459521,55.22,-0.289
THST,"Truett-Hurst, Inc.",Consumer Goods,Beverages - Wineries & Distillers,USA,105,1.3,-0.73
THW,Tekla World Healthcare Fund,Financial,Closed-End Fund - Equity,USA,117620,12.73,-0.099
TI,Telecom Italia S.p.A.,Technology,Diversified Communication Services,Italy,176365,5.55,0.696
TI-A,Telecom Italia S.p.A.,Technology,Diversified Communication Services,Italy,73008,5.33,-0.634
TIBR,Tiberius Acquisition Corporation,Conglomerates,Conglomerates,USA,300,10.22,-0.31
TIBRU,Tiberius Acquisition Corporation,Conglomerates,Conglomerates,USA,0,10.55,0.629
TIER,"TIER REIT, Inc.",Financial,REIT - Office,USA,0,28.88,-0.7190000000000001
TIF,Tiffany & Co.,Services,Jewelry Stores,USA,2563942,96.12,0.6459999999999999
TIGO,Millicom International Cellular S.A.,Technology,Telecom Services - Domestic,Luxembourg,7484,54.54,-0.691
TIGR,UP Fintech Holding Limited,Technology,Application Software,USA,6186881,5.32,0.579
TILE,"Interface, Inc.",Industrial Goods,Textile Industrial,USA,257380,15.67,-0.092
TILT,FlexShares Morningstar US Market Factors Tilt Index Fund,Financial,Exchange Traded Fund,USA,68784,117.34,-0.045
TIP,iShares TIPS Bond ETF,Financial,Exchange Traded Fund,USA,853973,115.84,0.17300000000000001
TIPT,Tiptree Inc.,Financial,Life Insurance,USA,19823,6.34,-0.42200000000000004
TIPX,SPDR Bloomberg Barclays 1-10 Year TIPS ETF,Financial,Exchange Traded Fund,USA,19786,19.63,-0.37799999999999995
TIPZ,PIMCO Broad U.S. TIPS Index Exchange-Traded Fund,Financial,Exchange Traded Fund,USA,1543,59.67,0.318
TISI,"Team, Inc.",Services,Business Services,USA,106913,14.93,0.094
TITN,Titan Machinery Inc.,Services,Industrial Equipment Wholesale,USA,93053,18.17,0.161
TIVO,TiVo Corporation,Services,CATV Systems,USA,1204459,7.13,0.23800000000000002
TJX,"The TJX Companies, Inc.",Services,Department Stores,USA,5241113,53.83,0.392
TK,Teekay Corporation,Services,Shipping,Bermuda,569355,3.18,0.215
TKAT,"Takung Art Co., Ltd.",Services,"Specialty Retail, Other",Hong Kong,10200,0.82,-0.7090000000000001
TKC,Turkcell Iletisim Hizmetleri A.S.,Technology,Wireless Communications,Turkey,540384,5.38,0.17800000000000002
TKKS,TKK Symphony Acquisition Corporation,Conglomerates,Conglomerates,Hong Kong,100,10.02,-0.057
TKKSU,TKK Symphony Acquisition Corporation,Conglomerates,Conglomerates,Hong Kong,0,10.3,-0.128
TKR,The Timken Company,Industrial Goods,Machine Tools & Accessories,USA,560893,50.16,0.063
TLC,"Taiwan Liposome Company, Ltd.",Healthcare,Biotechnology,Taiwan,1150,5.3,0.183
TLDH,FlexShares Currency Hedged Morningstar DM ex-US Factor Tilt Index Fund,Financial,Exchange Traded Fund,USA,0,27.6,0.35
TLEH,FlexShares Currency Hedged Morningstar EM Factor Tilt Index Fund,Financial,Exchange Traded Fund,USA,2,28.45,0.042
TLF,"Tandy Leather Factory, Inc.",Consumer Goods,Textile - Apparel Footwear & Accessories,USA,10852,5.82,0.637
TLGT,"Teligent, Inc.",Healthcare,Biotechnology,USA,460899,0.69,-0.386
TLH,iShares 10-20 Year Treasury Bond ETF,Financial,Exchange Traded Fund,USA,232078,143.19,0.154
TLI,Western Asset Corporate Loan Fund Inc.,Financial,Closed-End Fund - Debt,USA,16293,9.57,-0.271
TLK,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,Technology,Diversified Communication Services,Indonesia,206031,28.55,-0.078
TLND,Talend S.A.,Technology,Application Software,USA,190676,40.13,0.7979999999999999
TLRA,"Telaria, Inc.",Technology,Application Software,USA,743686,7.91,0.638
TLRD,"Tailored Brands, Inc.",Services,Apparel Stores,USA,1914596,5.37,-0.56
TLRY,"Tilray, Inc.",Healthcare,Drug Manufacturers - Other,Canada,4503875,49.71,-0.135
TLSA,Tiziana Life Sciences PLC,Healthcare,Biotechnology,United Kingdom,1616,8.65,-0.04
TLT,iShares 20+ Year Treasury Bond ETF,Financial,Exchange Traded Fund,USA,10720257,132.89,0.41600000000000004
TLTD,FlexShares Morningstar Developed Markets ex-US Factor Tilt Index Fund,Financial,Exchange Traded Fund,USA,71387,61.57,-0.271
TLTE,FlexShares Morningstar Emerging Markets Factor Tilt Index Fund,Financial,Exchange Traded Fund,USA,75350,52.19,-0.7120000000000001
TLYS,"Tilly's, Inc.",Services,Apparel Stores,USA,241250,8.12,-0.312
TM,Toyota Motor Corporation,Consumer Goods,Auto Manufacturers - Major,Japan,83079,125.8,0.193
TMCX,Trinity Merger Corp.,Conglomerates,Conglomerates,USA,275770,10.3,0.087
TMCXU,Trinity Merger Corp.,Conglomerates,Conglomerates,USA,0,10.65,0.153
TMDI,Titan Medical Inc.,Healthcare,Medical Appliances & Equipment,Canada,92931,2.32,0.976
TMDX,"TransMedics Group, Inc.",Healthcare,Medical Appliances & Equipment,USA,218160,27.99,-0.297
TME,Tencent Music Entertainment Group,Technology,Internet Information Providers,China,6279065,15.05,-0.094
TMF,Direxion Daily 20+ Year Treasury Bull 3X Shares,Financial,Exchange Traded Fund,USA,395435,25.12,0.501
TMFC,Motley Fool 100 Index ETF,Financial,Exchange Traded Fund,USA,59176,22.53,0.02
TMHC,Taylor Morrison Home Corporation,Industrial Goods,Residential Construction,USA,663745,20.51,0.475
TMK,Torchmark Corporation,Financial,Life Insurance,USA,373270,89.37,0.716
TMO,Thermo Fisher Scientific Inc.,Healthcare,Medical Laboratories & Research,USA,1561988,293.34,-0.502
TMP,Tompkins Financial Corporation,Financial,Regional - Northeast Banks,USA,22088,80.0,-0.215
TMQ,Trilogy Metals Inc.,Basic Materials,Industrial Metals & Minerals,Canada,225353,2.91,0.132
TMSR,TMSR Holding Company Limited,Conglomerates,Conglomerates,China,19063,1.68,-0.332
TMST,TimkenSteel Corporation,Basic Materials,Steel & Iron,USA,782391,7.53,-0.132
TMUS,"T-Mobile US, Inc.",Technology,Wireless Communications,USA,3307134,77.93,0.251
TMV,Direxion Daily 20+ Year Treasury Bear 3X Shares,Financial,Exchange Traded Fund,USA,590116,13.61,-0.17800000000000002
TNA,Direxion Daily Small Cap Bull 3X Shares,Financial,Exchange Traded Fund,USA,3626370,62.42,0.39799999999999996
TNAV,"Telenav, Inc.",Technology,Internet Software & Services,USA,514894,8.0,-0.386
TNC,Tennant Company,Industrial Goods,Diversified Machinery,USA,71611,63.46,0.634
TNDM,"Tandem Diabetes Care, Inc.",Healthcare,Medical Instruments & Supplies,USA,1100845,67.64,-0.027999999999999997
TNET,"TriNet Group, Inc.",Services,Business Services,USA,447942,70.42,0.013000000000000001
TNK,Teekay Tankers Ltd.,Services,Shipping,Bermuda,1463775,1.2,-0.095
TNP,Tsakos Energy Navigation Limited,Services,Shipping,Greece,133258,3.08,-0.285
TNXP,Tonix Pharmaceuticals Holding Corp.,Healthcare,Biotechnology,USA,126598,1.53,0.187
TOCA,Tocagen Inc.,Healthcare,Biotechnology,USA,322290,6.04,0.294
TOK,iShares MSCI Kokusai ETF,Financial,Exchange Traded Fund,USA,674,68.01,-0.125
TOL,"Toll Brothers, Inc.",Industrial Goods,Residential Construction,USA,1354317,37.44,-0.21899999999999997
TOLZ,ProShares DJ Brookfield Global Infrastructure ETF,Financial,Exchange Traded Fund,USA,10759,46.15,-0.478
TOO,Teekay Offshore Partners L.P.,Services,Shipping,Bermuda,220055,1.17,0.34700000000000003
TOPS,Top Ships Inc.,Services,Shipping,Greece,431541,0.46,-0.10099999999999999
TORC,"resTORbio, Inc.",Healthcare,Biotechnology,USA,157234,10.52,0.12300000000000001
TOT,TOTAL S.A.,Basic Materials,Major Integrated Oil & Gas,France,1494730,54.95,-0.529
TOTA,Tottenham Acquisition I Limited,Conglomerates,Conglomerates,Hong Kong,10000,10.2,-0.396
TOTL,SPDR DoubleLine Total Return Tactical ETF,Financial,Exchange Traded Fund,USA,301329,49.12,-0.168
TOUR,Tuniu Corporation,Consumer Goods,"Recreational Goods, Other",China,24228,2.99,0.10300000000000001
TOWN,TowneBank,Financial,Regional - Mid-Atlantic Banks,USA,116955,27.57,-0.162
TOWR,"Tower International, Inc.",Consumer Goods,Auto Parts,USA,110727,18.24,-0.002
TPAY,Tortoise Digital Payments Infrastructure Fund,Financial,Exchange Traded Fund,USA,71,30.38,-0.057
TPB,"Turning Point Brands, Inc.",Consumer Goods,"Tobacco Products, Other",USA,75630,49.79,-0.807
TPC,Tutor Perini Corporation,Industrial Goods,Heavy Construction,USA,701852,13.2,0.091
TPCO,Tribune Publishing Company,Services,Publishing - Newspapers,USA,97967,8.48,0.39399999999999996
TPGH,TPG Pace Holdings Corp.,Conglomerates,Conglomerates,USA,2140,10.44,-0.231
TPH,"TRI Pointe Group, Inc.",Industrial Goods,Residential Construction,USA,1971656,12.31,0.083
